Unnamed: 0,slug,name,playtime,stores,released,rating,rating_top,ratings,ratings_count,reviews_text_count,added,added_by_status,metacritic,suggestions_count,updated,id,tags,reviews_count,genres,genres_list,release_year,main_genre,store_list,rating_difference,combined_score
2401,quell-memento,Quell Memento,5,[],2013-05-29,0.0,1,"['skip', 'recommended']",5,0,201,"{'yet': 1, 'owned': 196, 'beaten': 1, 'dropped': 1, 'playing': 2}",77.5,322,2023-05-01T14:04:53,3999,"['Singleplayer', 'Steam Achievements', 'Инди', 'Full controller support', 'Steam Cloud', 'Отличный саундтрек', 'Great Soundtrack', 'Казуальная игра', 'Головоломка', 'Steam Leaderboards', 'Расслабляющая', 'Relaxing', 'Рисованная графика', 'puzzles', 'Hand-drawn', 'Минимализм', 'Minimalist', 'Abstract', 'Абстрактная']",5,"['Action', 'Puzzle', 'Casual', 'Arcade', 'Indie']","['Action', 'Puzzle', 'Casual', 'Arcade', 'Indie']",2013,Action,"['Steam', 'PlayStation Store', 'App Store', 'Nintendo Store', 'Google Play']",-3.875,1.9375
2402,the-infectious-madness-of-doctor-dekker,The Infectious Madness of Doctor Dekker,4,[],2017-05-18,3.91,4,"['recommended', 'exceptional', 'meh', 'skip']",22,0,201,"{'yet': 16, 'owned': 149, 'beaten': 11, 'toplay': 13, 'dropped': 9, 'playing': 3}",78.0,418,2023-09-01T13:16:11,10063,"['Singleplayer', 'Для одного игрока', 'Приключение', 'Steam Achievements', 'Инди', 'steam-trading-cards', 'Казуальная игра', 'Horror', 'Симулятор', 'Решения с последствиями', 'Тайна', 'Лавкрафт', 'Lovecraftian', 'Видеовставки', 'FMV']",22,"['Casual', 'Indie', 'Adventure', 'Simulation']","['Casual', 'Indie', 'Adventure', 'Simulation']",2017,Casual,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG', 'Nintendo Store']",0.0100000000000002,3.905
2403,astral-ascent-2,Astral Ascent,2,[],2022-04-12,4.0,4,"['recommended', 'exceptional', 'meh']",6,0,201,"{'yet': 17, 'owned': 144, 'beaten': 4, 'toplay': 28, 'dropped': 5, 'playing': 3}",78.0,64,2024-12-09T16:02:47,566464,"['Singleplayer', 'Для одного игрока', 'Экшен', 'Приключение', 'Инди', 'Multiplayer', 'Full controller support', 'Для нескольких игроков', 'Co-op', 'cooperative', '2D', 'Фэнтези', 'Fantasy', 'Платформер', 'Split Screen', 'Пиксельная графика', 'Локальный мультиплеер', 'Local Co-Op', 'Ранний доступ', 'Pixel Graphics', 'Local Multiplayer', 'Early Access', 'Слэшер', 'Hack and Slash', 'Рогалик', 'Roguelike', 'Magic', 'Магия', 'Упрощённый рогалик', 'Roguelite', 'Remote Play Together', 'Shared/Split Screen Co-op', '2D Platformer', '2D-платформер', 'Action Roguelike', 'Экшен-рогалик', 'Локальный кооператив', 'solitaire', 'Пасьянс']",6,"['Indie', 'Platformer', 'Adventure', 'Action']","['Indie', 'Platformer', 'Adventure', 'Action']",2022,Indie,"['Steam', 'PlayStation Store', 'GOG', 'Nintendo Store']",0.1,3.95
2404,hell-is-other-demons,Hell is Other Demons,1,[],2019-04-18,3.14,3,"['meh', 'recommended', 'skip', 'exceptional']",21,0,201,"{'yet': 65, 'owned': 103, 'beaten': 7, 'toplay': 12, 'dropped': 11, 'playing': 3}",73.0,330,2024-09-10T07:33:03,295102,"['Singleplayer', 'Для одного игрока', 'Экшен', 'Инди', 'Full controller support', 'Steam Cloud', 'Atmospheric', 'Атмосфера', 'Отличный саундтрек', 'Great Soundtrack', 'Шутер', '2D', 'Сложная', 'Difficult', 'Steam Leaderboards', 'Платформер', 'Пиксельная графика', 'Ретро', 'Pixel Graphics', 'Retro', 'Аркада', 'Реиграбельность', 'Replay Value', 'Вид сбоку', 'Рогалик', 'Side Scroller', 'Быстрая', 'Roguelike', 'Fast-Paced', 'Упрощённый рогалик', 'Roguelite', 'Стилизация', 'Скролл-шутер', 'Bullet Hell', 'Демоны']",21,"['Indie', 'Action']","['Indie', 'Action']",2019,Indie,"['Steam', 'Epic Games']",-0.5099999999999998,3.395
2405,squidlit,Squidlit,1,[],2018-03-02,3.11,4,"['recommended', 'meh', 'skip']",9,0,200,"{'yet': 11, 'owned': 180, 'beaten': 5, 'toplay': 2, 'dropped': 2}",75.0,173,2024-05-23T14:03:17,65041,"['Singleplayer', 'Для одного игрока', 'Экшен', 'Приключение', 'Инди', 'Full controller support', 'Отличный саундтрек', 'Ролевая игра', 'Шедевр', '2D', 'От третьего лица', 'Смешная', 'Классика', 'Юмор', 'Женщина-протагонист', 'Платформер', 'Пиксельная графика', 'Ретро', 'Retro', 'Милая', '90-е', 'Минимализм']",9,"['Indie', 'Adventure', 'Action']","['Indie', 'Adventure', 'Action']",2018,Indie,"['Steam', 'Nintendo Store']",-0.6400000000000001,3.43
2406,jack-move,Jack Move,3,[],2022-09-08,3.25,4,"['recommended', 'skip']",8,0,200,"{'yet': 8, 'owned': 166, 'beaten': 4, 'toplay': 18, 'dropped': 3, 'playing': 1}",78.0,211,2023-09-30T12:04:36,326273,"['Singleplayer', 'Для одного игрока', 'Приключение', 'Инди', 'Full controller support', 'Для нескольких игроков', 'Атмосфера', 'Отличный саундтрек', 'Great Soundtrack', 'RPG', 'Ролевая игра', 'Казуальная игра', 'Ретро', 'Pixel Graphics', 'Милая', 'Choices Matter', 'Крафтинг', 'Строительство', 'Киберпанк', 'Расслабляющая', 'Менеджмент', 'Multiple Endings', 'Management', 'Симулятор свиданий', 'Рыбалка', 'Сельское хозяйство']",8,"['Indie', 'Adventure', 'RPG']","['Indie', 'Adventure', 'RPG']",2022,Indie,"['Steam', 'GOG', 'Epic Games']",-0.6499999999999999,3.575
2407,the-bluecoats-north-south,The Bluecoats: North vs South,4,[],2012-05-10,0.0,0,"['skip', 'exceptional']",4,0,200,"{'yet': 3, 'owned': 194, 'beaten': 1, 'toplay': 1, 'dropped': 1}",74.0,417,2023-11-06T12:24:31,16444,"['Singleplayer', 'Для одного игрока', 'Экшен', 'Steam Achievements', 'Multiplayer', 'Full controller support', 'Для нескольких игроков', 'steam-trading-cards', 'Стратегия', 'Казуальная игра', 'FPS', 'Шутер от первого лица', 'Split Screen', 'Локальный мультиплеер', 'Local Multiplayer', 'Аркада', 'PvP', 'Игрок против игрока', 'War', 'Цветастая', 'Война', 'Colorful', '3D', 'Пошаговая стратегия', 'Стратегия в реальном времени', 'Военные действия', 'RTS', 'Military', 'Turn-Based Strategy', 'Пошаговые сражения', 'Пошаговая тактика', 'Turn-Based Combat', 'Turn-Based Tactics', 'Comic Book', 'По комиксу', 'America', 'Board Game', 'Remote Play Together', 'offline', 'Америка', 'history', 'Shared/Split Screen PvP', 'destroy', 'Военные конфликты', 'Wargame', 'Trains', 'love', 'shoot', 'interactive', 'enemy', 'Настольная с полем', 'attack', 'mashup', 'amiga']",4,"['Casual', 'Strategy', 'Action', 'Simulation']","['Casual', 'Strategy', 'Action', 'Simulation']",2012,Casual,"['Steam', 'PlayStation Store', 'Xbox Store', 'App Store', 'GOG', 'Xbox 360 Store']",-3.7,1.85
2408,grand-theft-auto-iii-the-definitive-edition,Grand Theft Auto III: The Definitive Edition,3,[],2021-11-11,3.25,4,"['recommended', 'meh', 'skip', 'exceptional']",57,1,200,"{'yet': 16, 'owned': 81, 'beaten': 64, 'toplay': 14, 'dropped': 16, 'playing': 9}",74.0,292,2024-10-23T12:29:56,708998,"['Singleplayer', 'Для одного игрока', 'Экшен', 'Приключение', 'Full controller support', 'Открытый мир', 'Open World', 'От третьего лица', 'Third Person', 'Насилие', 'Violent', 'Action-Adventure', 'Шутер от третьего лица', 'Third-Person Shooter', 'Приключенческий экшен', 'combat', 'Crime', 'Криминал', 'Бой']",59,"['Shooter', 'Adventure', 'Action']","['Shooter', 'Adventure', 'Action']",2021,Shooter,"['Steam', 'PlayStation Store']",-0.4500000000000002,3.475
2409,insurmountable,Insurmountable,2,[],2021-04-28,2.86,4,"['recommended', 'meh', 'skip']",21,1,200,"{'yet': 59, 'owned': 116, 'beaten': 5, 'toplay': 2, 'dropped': 15, 'playing': 3}",76.0,420,2024-11-14T19:50:26,593250,"['Singleplayer', 'Для одного игрока', 'Приключение', 'Steam Achievements', 'Инди', 'Steam Cloud', 'Atmospheric', 'Атмосфера', 'Глубокий сюжет', 'Story Rich', 'Стратегия', 'Симулятор', 'Steam Leaderboards', 'Exploration', 'Выживание', 'Survival', 'Исследование', 'Тактика', 'Tactical', 'Реиграбельность', 'Решения с последствиями', 'Replay Value', 'Choices Matter', 'Рогалик', 'Roguelike', 'Менеджмент', 'Management', 'Стилизация', 'Stylized', 'Пошаговая тактика', 'Управление ресурсами', 'Одна жизнь', 'Turn-Based Tactics', 'Resource Management', 'Perma Death', 'nature', 'Текстовая', 'Text-Based', 'Природа']",22,"['Adventure', 'Action', 'Simulation']","['Adventure', 'Action', 'Simulation']",2021,Adventure,"['Steam', 'PlayStation Store', 'GOG', 'Nintendo Store', 'Epic Games']",-0.94,3.33
2410,children-of-silentown,Children of Silentown,4,[],2023-01-11,3.92,4,"['recommended', 'meh', 'exceptional']",12,1,200,"{'yet': 18, 'owned': 124, 'beaten': 12, 'toplay': 39, 'dropped': 4, 'playing': 3}",76.0,260,2024-12-09T16:04:42,350748,"['Singleplayer', 'Для одного игрока', 'Приключение', 'Steam Achievements', 'Инди', 'Steam Cloud', 'Atmospheric', 'Атмосфера', 'Глубокий сюжет', 'Story Rich', 'Казуальная игра', 'Female Protagonist', 'Женщина-протагонист', 'Point & Click', 'Милая', 'Cute']",13,"['Casual', 'Indie', 'Adventure']","['Casual', 'Indie', 'Adventure']",2023,Casual,"['Steam', 'GOG']",0.1200000000000001,3.86
2411,contra-rogue-corps,Contra Rogue Corps,2,[],2019-09-24,2.17,1,"['skip', 'meh', 'recommended', 'exceptional']",19,0,199,"{'yet': 7, 'owned': 162, 'beaten': 1, 'toplay': 18, 'dropped': 10, 'playing': 1}",73.0,604,2023-09-27T11:44:50,327237,"['Singleplayer', 'Экшен', 'Steam Achievements', 'Multiplayer', 'Full controller support', 'Steam Cloud', 'Co-op', 'Online Co-Op', 'Мясо', 'Gore', 'Насилие', 'Violent', 'Online multiplayer', 'Split Screen', 'Local Co-Op', 'Local Multiplayer', 'stats', 'Captions available', 'future', 'punk', 'cyber']",18,"['Shooter', 'Action']","['Shooter', 'Action']",2019,Shooter,"['Steam', 'PlayStation Store', 'Xbox Store', 'Nintendo Store']",-1.48,2.91
2412,castaway-paradise,Castaway Paradise,5,[],2014-10-09,3.17,3,"['meh', 'exceptional', 'recommended', 'skip']",6,0,199,"{'yet': 4, 'owned': 184, 'beaten': 2, 'toplay': 3, 'dropped': 6}",73.0,295,2023-09-19T12:03:45,43444,"['Singleplayer', 'Для одного игрока', 'Приключение', 'Steam Achievements', 'Инди', 'Steam Cloud', 'steam-trading-cards', 'Глубокий сюжет', 'RPG', 'Ролевая игра', 'Story Rich', 'Открытый мир', 'Open World', 'Казуальная игра', 'Симулятор', 'Steam Leaderboards', 'Sandbox', 'Песочница', 'stats', 'Для всей семьи', 'Family Friendly', 'Строительство', 'character', 'friends', 'island', 'bugs', 'flowers', 'sim']",6,"['Adventure', 'RPG', 'Casual', 'Strategy', 'Simulation', 'Family', 'Indie']","['Adventure', 'RPG', 'Casual', 'Strategy', 'Simulation', 'Family', 'Indie']",2014,Adventure,"['Steam', 'PlayStation Store', 'Xbox Store', 'App Store', 'Nintendo Store', 'Google Play']",-0.48,3.41
2413,dynasty-feud,Dynasty Feud,2,[],2017-05-23,0.0,0,"['meh', 'skip']",4,0,199,"{'yet': 3, 'owned': 194, 'dropped': 2}",68.0,308,2022-10-01T23:37:33,9973,"['Экшен', 'Steam Achievements', 'Инди', 'Multiplayer', 'Full controller support', 'Steam Cloud', 'Для нескольких игроков', 'steam-trading-cards', '2D', 'Steam Leaderboards', 'Online multiplayer', 'Split Screen', 'Локальный мультиплеер', 'Local Multiplayer', 'stats', 'Файтинг', 'Локальная игра на четверых', '4 Player Local', '2D Fighter', 'Двумерный файтинг']",4,"['Indie', 'Action', 'Fighting']","['Indie', 'Action', 'Fighting']",2017,Indie,"['Steam', 'PlayStation Store']",-3.4,1.7
2414,jojos-bizarre-adventure-all-star-battle-r,JoJo's Bizarre Adventure: All-Star Battle R,4,[],2022-09-02,3.67,4,"['recommended', 'meh', 'exceptional', 'skip']",21,0,198,"{'yet': 21, 'owned': 130, 'beaten': 9, 'toplay': 20, 'dropped': 14, 'playing': 4}",72.0,473,2024-10-29T16:24:11,753932,"['Экшен', 'Multiplayer', 'Steam Cloud', 'Для нескольких игроков', 'Отличный саундтрек', 'Great Soundtrack', 'Глубокий сюжет', 'Story Rich', '2D', 'Horror', 'Насилие', 'Violent', 'PvP', 'Аниме', 'Anime', 'Игрок против игрока', 'Сексуальный контент', '3D', 'Memes', 'Мемы', 'Sexual Content', 'Файтинг', 'Псевдотрёхмерность', '2.5D', '2D Fighter', 'Remote Play Together', 'LGBTQ+', '2D Platformer', '2D-платформер', '2D-файтинг', 'ЛГБТК+', '3D Fighter', '3D-файтинг', 'Un jugador', 'Logros de Steam', 'Cromos de Steam', 'Multijugador', 'Pantalla partida/compartida', 'Compat. total con control', 'Cooperativos', 'Cooperativos en pantalla dividida/compartida', 'Marcadores de Steam']",21,"['Action', 'Fighting']","['Action', 'Fighting']",2022,Action,"['Steam', 'PlayStation Store', 'Nintendo Store']",0.0699999999999998,3.635
2415,the-solitaire-conspiracy,The Solitaire Conspiracy,3,[],2020-10-06,3.45,4,"['recommended', 'meh', 'skip', 'exceptional']",19,1,198,"{'yet': 4, 'owned': 166, 'beaten': 11, 'toplay': 7, 'dropped': 9, 'playing': 1}",70.0,120,2024-12-21T14:22:25,502138,"['Singleplayer', 'Для одного игрока', 'Steam Achievements', 'Инди', 'Steam Cloud', 'Глубокий сюжет', 'Story Rich', 'Стратегия', 'Казуальная игра', 'Головоломка', 'Steam Leaderboards', 'Futuristic', 'Будущее', 'Киберпанк', 'Cyberpunk', 'Карточная игра', 'Card Game', 'Conspiracy', 'Заговор', 'Видеовставки', 'FMV', 'tabletop', 'solitaire', 'spy', 'tech']",20,"['Card', 'Strategy', 'Indie']","['Card', 'Strategy', 'Indie']",2020,Card,"['Steam', 'Xbox Store', 'Epic Games']",-0.0499999999999998,3.475
2416,suicide-guy-sleepin-deeply,Suicide Guy: Sleepin' Deeply,2,[],2018-06-07,2.33,1,"['skip', 'meh', 'recommended', 'exceptional']",12,0,197,"{'yet': 8, 'owned': 185, 'beaten': 2, 'toplay': 1, 'dropped': 1}",75.0,201,2023-07-29T14:43:21,63739,"['Singleplayer', 'Экшен', 'Приключение', 'Steam Achievements', 'Инди', 'Full controller support', 'Головоломка', 'stats']",12,"['Indie', 'Adventure', 'Action']","['Indie', 'Adventure', 'Action']",2018,Indie,"['Steam', 'PlayStation Store', 'Nintendo Store']",-1.42,3.04
2417,la-cops,LA Cops,1,[],2015-03-13,2.71,3,"['meh', 'skip', 'recommended', 'exceptional']",14,0,197,"{'yet': 3, 'owned': 180, 'beaten': 5, 'toplay': 1, 'dropped': 7, 'playing': 1}",45.0,251,2019-09-17T10:08:56,1734,"['Singleplayer', 'Экшен', 'Приключение', 'Steam Achievements', 'Инди', 'Steam Cloud', 'Стратегия', 'Шутер', 'Partial Controller Support', 'Steam Leaderboards', 'Изометрия', 'Isometric', 'Вид сверху', 'Top-Down']",14,"['Indie', 'Strategy', 'Adventure', 'Action']","['Indie', 'Strategy', 'Adventure', 'Action']",2015,Indie,"['Steam', 'PlayStation Store', 'Xbox Store']",0.4599999999999999,2.48
2418,wolfenstein-cyberpilot,Wolfenstein: Cyberpilot,1,[],2019-07-26,2.5,1,"['skip', 'meh', 'recommended', 'exceptional']",18,0,197,"{'yet': 24, 'owned': 119, 'beaten': 11, 'toplay': 31, 'dropped': 8, 'playing': 4}",73.0,447,2022-10-18T20:02:18,59344,"['Singleplayer', 'Экшен', 'Мясо', 'Gore', 'Насилие', 'Violent', 'VR', 'Альтернативная история', 'Mechs', 'Мехи']",18,"['Shooter', 'Action']","['Shooter', 'Action']",2019,Shooter,"['Steam', 'PlayStation Store']",-1.15,3.075
2420,windscape,Windscape,2,[],2016-08-31,0.0,0,['skip'],1,0,196,"{'yet': 6, 'owned': 186, 'toplay': 3, 'dropped': 1}",72.0,326,2019-08-28T22:13:42,11723,"['Singleplayer', 'Экшен', 'Приключение', 'Steam Achievements', 'Инди', 'Full controller support', 'RPG', 'Ролевая игра', 'От первого лица', 'First-Person', 'Выживание', 'Женщина-протагонист', 'Early Access', 'role-playing']",1,"['Indie', 'Adventure', 'Action', 'RPG']","['Indie', 'Adventure', 'Action', 'RPG']",2016,Indie,"['Steam', 'Xbox Store', 'Nintendo Store']",-3.6,1.8
2421,has-been-heroes,Has-Been Heroes,4,[],2017-03-27,3.0,4,"['recommended', 'skip', 'meh', 'exceptional']",14,0,196,"{'yet': 5, 'owned': 175, 'beaten': 3, 'toplay': 4, 'dropped': 9}",63.0,341,2023-10-30T05:27:09,63,"['Singleplayer', 'Экшен', 'Steam Achievements', 'Инди', 'Full controller support', 'Steam Cloud', 'steam-trading-cards', 'RPG', 'Ролевая игра', 'Стратегия', 'Рогалик', 'Roguelike', 'Упрощённый рогалик', 'Roguelite']",14,"['Strategy', 'Indie', 'Action', 'RPG']","['Strategy', 'Indie', 'Action', 'RPG']",2017,Strategy,"['Steam', 'PlayStation Store', 'Xbox Store', 'Nintendo Store']",-0.1499999999999999,3.075
2422,the-red-lantern,The Red Lantern,1,[],2020-10-22,0.0,0,['meh'],2,0,196,"{'yet': 20, 'owned': 143, 'beaten': 5, 'toplay': 27, 'dropped': 1}",67.0,364,2022-05-27T05:36:16,302823,"['Singleplayer', 'Приключение', 'Steam Achievements', 'Steam Cloud', 'Глубокий сюжет', 'RPG', 'Ролевая игра', 'Story Rich', 'Казуальная игра', 'От первого лица', 'First-Person', 'Exploration', 'Female Protagonist', 'Решения с последствиями', 'Цветастая', 'Choices Matter', 'Colorful', '3D', 'Симулятор ходьбы', 'Walking Simulator', 'Расслабляющая', 'Упрощённый рогалик', 'Management', 'Roguelite', 'Relaxing', 'Стилизация', 'Stylized', 'Эмоциональная', 'Исследования', 'Choose Your Own Adventure', 'Emotional', 'Interactive Fiction', 'Протагонистка', 'Hunting', 'Охота', 'Интерактивная литература', 'Выбери себе приключение', 'Dog', 'snow', 'Собаки', 'Dogs', 'Снег']",2,"['Adventure', 'RPG', 'Casual', 'Simulation', 'Indie']","['Adventure', 'RPG', 'Casual', 'Simulation', 'Indie']",2020,Adventure,"['Steam', 'Nintendo Store', 'Epic Games']",-3.35,1.675
2423,super-dungeon-bros,Super Dungeon Bros,2,[],2016-11-01,2.62,3,"['meh', 'skip', 'exceptional', 'recommended']",13,0,195,"{'yet': 17, 'owned': 168, 'beaten': 1, 'toplay': 1, 'dropped': 7, 'playing': 1}",74.0,474,2023-12-27T14:08:40,912,"['Singleplayer', 'Экшен', 'Приключение', 'Steam Achievements', 'Инди', 'Multiplayer', 'steam-trading-cards', 'Co-op', 'Казуальная игра', 'Partial Controller Support', 'Online Co-Op', 'Steam Leaderboards', 'Совместная игра по сети', 'Online multiplayer', 'Split Screen', 'Локальный мультиплеер', 'Local Co-Op', 'Local Multiplayer', 'Слэшер', 'Hack and Slash', 'Рогалик', 'Roguelike']",13,"['Casual', 'Indie', 'Adventure', 'Action']","['Casual', 'Indie', 'Adventure', 'Action']",2016,Casual,"['Steam', 'PlayStation Store', 'Xbox Store']",-1.08,3.16
2424,samurai-shodown-neogeo-collection,Samurai Shodown NeoGeo Collection,6,[],2020-06-11,0.0,0,"['skip', 'recommended', 'meh']",4,0,195,"{'yet': 75, 'owned': 97, 'beaten': 2, 'toplay': 9, 'dropped': 11, 'playing': 1}",76.0,405,2023-02-16T15:27:18,451578,"['Singleplayer', 'Для одного игрока', 'Экшен', 'Steam Achievements', 'Multiplayer', 'Full controller support', 'Для нескольких игроков', '2D', 'Steam Leaderboards', 'Retro', 'PvP', 'Игрок против игрока', 'Historical', 'История', 'Online PvP', 'Файтинг', '2D Fighter', 'fight', 'Shared/Split Screen PvP', 'bundle', '2D-файтер', 'fighting-games', 'old-game']",4,"['Action', 'Fighting']","['Action', 'Fighting']",2020,Action,"['Steam', 'PlayStation Store', 'Xbox Store', 'Epic Games']",-3.8,1.9
2425,semblance,Semblance,2,[],2018-07-24,3.71,4,"['recommended', 'meh', 'exceptional', 'skip']",16,1,195,"{'yet': 14, 'owned': 155, 'beaten': 10, 'toplay': 8, 'dropped': 4, 'playing': 4}",72.0,297,2024-02-24T05:07:28,59041,"['Singleplayer', 'Экшен', 'Приключение', 'Steam Achievements', 'Инди', 'Full controller support', 'Atmospheric', 'Атмосфера', 'Отличный саундтрек', 'Great Soundtrack', 'Казуальная игра', '2D', 'Головоломка', 'Фэнтези', 'Exploration', 'Платформер', 'Controller', 'Для всей семьи', 'Милая', 'Цветастая', 'Тайна', 'Cute', 'Mystery', 'Вид сбоку', 'Colorful', 'Physics', 'Side Scroller', 'Расслабляющая', 'Нелинейность', 'Головоломка-платформер', 'Relaxing', 'Puzzle-Platformer', 'Минимализм', 'Minimalist', 'Нелинейная']",17,"['Adventure', 'Action', 'Casual', 'Indie', 'Platformer']","['Adventure', 'Action', 'Casual', 'Indie', 'Platformer']",2018,Adventure,"['Steam', 'GOG', 'Nintendo Store']",0.1099999999999998,3.655
2426,bohemian-killing,Bohemian Killing,3,[],2016-07-21,3.18,3,"['meh', 'exceptional', 'recommended', 'skip']",11,0,194,"{'yet': 13, 'owned': 170, 'beaten': 6, 'toplay': 3, 'dropped': 2}",55.0,475,2020-12-16T14:46:33,10264,"['Singleplayer', 'Для одного игрока', 'Приключение', 'Steam Achievements', 'Инди', 'Full controller support', 'Atmospheric', 'Атмосфера', 'steam-trading-cards', 'Отличный саундтрек', 'Great Soundtrack', 'Глубокий сюжет', 'Story Rich', 'От первого лица', 'First-Person', 'Головоломка', 'Exploration', 'Исследование', 'Решения с последствиями', 'Captions available', 'Тайна', 'Mystery', 'Choices Matter', 'Historical', 'История', 'Симулятор ходьбы', 'Walking Simulator', 'Crime', 'Криминал', 'Стимпанк', 'Detective', 'Детектив', 'Drama', 'Драма', 'Альтернативная история', 'Alternate History', 'Interactive Fiction', 'Триллер', 'Текстовая игра', 'Thriller']",11,"['Indie', 'Adventure', 'Simulation']","['Indie', 'Adventure', 'Simulation']",2016,Indie,"['Steam', 'Nintendo Store']",0.4300000000000001,2.965
2427,nexomon-extinction,Nexomon: Extinction,3,[],2020-08-28,3.76,5,"['exceptional', 'recommended', 'meh', 'skip']",16,1,194,"{'yet': 17, 'owned': 128, 'beaten': 13, 'toplay': 26, 'dropped': 6, 'playing': 4}",73.5,224,2024-06-13T09:12:41,444384,"['Singleplayer', 'Для одного игрока', 'Экшен', 'Приключение', 'Steam Achievements', 'Инди', 'Full controller support', 'Глубокий сюжет', 'RPG', 'Ролевая игра', 'Story Rich', 'Казуальная игра', 'Симулятор', 'Смешная', 'Funny', 'Exploration', 'Юмор', 'Comedy', 'Исследование', 'Аркада', 'Аниме', 'Anime', 'Для всей семьи', 'Милая', 'Цветастая', 'Family Friendly', 'Cute', 'Colorful', 'Вид сверху', 'Top-Down', 'Пошаговые сражения', 'Turn-Based Combat', 'Creature Collector']",17,"['Indie', 'Strategy', 'Adventure', 'RPG']","['Indie', 'Strategy', 'Adventure', 'RPG']",2020,Indie,"['Steam', 'PlayStation Store', 'Xbox Store', 'App Store']",0.0849999999999999,3.7175
2428,battlezone,Battlezone,2,[],2017-05-11,2.75,3,"['meh', 'skip', 'recommended', 'exceptional']",16,0,194,"{'yet': 8, 'owned': 174, 'beaten': 3, 'toplay': 1, 'dropped': 8}",66.0,452,2023-11-17T09:59:43,1056,"['Singleplayer', 'Экшен', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Для нескольких игроков', 'steam-trading-cards', 'Co-op', 'Online Co-Op', 'Steam Leaderboards', 'Online multiplayer', 'exclusive', 'VR', 'Tanks', 'Танки']",16,"['Shooter', 'Action']","['Shooter', 'Action']",2017,Shooter,"['Steam', 'PlayStation Store', 'Xbox 360 Store']",-0.5499999999999998,3.025
2430,baldurs-gate-dark-alliance,Baldur's Gate: Dark Alliance,1,[],2001-12-02,3.92,4,"['recommended', 'exceptional', 'meh', 'skip']",49,0,194,"{'yet': 15, 'owned': 87, 'beaten': 36, 'toplay': 30, 'dropped': 21, 'playing': 5}",72.0,946,2024-11-28T03:47:58,53146,"['Singleplayer', 'Для одного игрока', 'Экшен', 'Multiplayer', 'Full controller support', 'Steam Cloud', 'Глубокий сюжет', 'RPG', 'Co-op', 'Ролевая игра', 'Story Rich', 'cooperative', 'Фэнтези', 'Fantasy', 'Split Screen', 'Local Co-Op', 'Action RPG', 'Ролевой экшен', 'Dark', 'role-playing', 'Слэшер', 'Hack and Slash', 'Кастомизация персонажа', 'Character Customization', 'Captions available', '3D', 'combat', 'Изометрия', 'Isometric', 'Magic', 'Магия', 'Олдскул', 'Dungeon Crawler', 'battle', 'PvE', 'puzzles', 'Игра против ИИ', 'Бой', 'character', 'Dragons', 'Компьютерная ролевая игра', 'CRPG', 'Epic', 'Soundtrack', 'Remote Play Together', 'Shared/Split Screen Co-op', 'explore', 'fun', 'Old School', 'Подземелья', 'Локальный кооператив', 'co-op multiplayer', 'mobile', 'spells', 'connect']",49,"['Action', 'RPG']","['Action', 'RPG']",2001,Action,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG', 'Nintendo Store', 'Epic Games']",0.3199999999999998,3.76
2431,double-cross,Double Cross,1,[],2019-01-10,3.43,4,"['recommended', 'meh', 'skip']",7,0,194,"{'yet': 26, 'owned': 154, 'beaten': 6, 'toplay': 4, 'dropped': 2, 'playing': 2}",72.0,214,2022-10-18T20:02:08,60796,"['Singleplayer', 'Для одного игрока', 'Экшен', 'Приключение', 'Steam Achievements', 'Инди', 'Full controller support', 'Steam Cloud', '2D', 'Женщина-протагонист', 'Платформер', 'Контроллер', 'role-playing', 'Космос', 'Цветастая', 'Вид сбоку', 'Инопланетяне', 'Головоломка-платформер', 'Мультипликация']",7,"['Indie', 'Adventure', 'Action']","['Indie', 'Adventure', 'Action']",2019,Indie,"['Steam', 'Nintendo Store']",-0.1699999999999999,3.515
2432,big-crown-showdown,Big Crown: Showdown,1,[],2018-12-14,3.5,4,"['recommended', 'meh', 'skip']",12,0,194,"{'yet': 10, 'owned': 174, 'beaten': 3, 'toplay': 1, 'dropped': 6}",80.0,462,2022-08-31T11:41:34,61248,"['Экшен', 'Steam Achievements', 'Multiplayer', 'Steam Cloud', 'Казуальная игра', 'Partial Controller Support', 'Смешная', 'Funny', 'Платформер', 'Online multiplayer', 'Local Multiplayer', 'stats', 'Для всей семьи', 'Цветастая', 'Family Friendly', 'Colorful', '3D-платформер', '3D Platformer', 'party']",12,"['Casual', 'Action']","['Casual', 'Action']",2018,Casual,"['Steam', 'PlayStation Store', 'Xbox Store', 'Nintendo Store']",-0.5,3.75
